Gene stable ID	UniProtKB/Swiss-Prot ID
WBGene00021321	
WBGene00021322	
WBGene00021323	
WBGene00021324	
WBGene00021325	
WBGene00021326	
WBGene00021327	
WBGene00021328	
WBGene00021329	
WBGene00021331	
WBGene00021332	
WBGene00021333	
WBGene00021334	
WBGene00021335	
WBGene00021336	
WBGene00021337	
WBGene00021338	
WBGene00021339	
WBGene00021340	
WBGene00021343	
WBGene00021344	
WBGene00021345	
WBGene00021346	
WBGene00021347	Q9GR61
WBGene00021348	
WBGene00021349	H2L0N8
WBGene00021349	
WBGene00021350	
WBGene00021351	
WBGene00021352	
WBGene00021353	
WBGene00021354	
WBGene00021355	
WBGene00021357	
WBGene00021358	
WBGene00021359	
WBGene00021362	
WBGene00021363	
WBGene00021364	
WBGene00021365	
WBGene00021366	
WBGene00021367	
WBGene00021368	
WBGene00021369	Q965X6
WBGene00021370	
WBGene00021371	
WBGene00021372	
WBGene00021373	
WBGene00021374	
WBGene00021375	
WBGene00021376	
WBGene00021377	
WBGene00021378	
WBGene00021379	
WBGene00021381	
WBGene00021382	
WBGene00021383	
WBGene00021384	
WBGene00021385	
WBGene00021386	
WBGene00021387	
WBGene00021388	
WBGene00021389	
WBGene00021390	
WBGene00021391	
WBGene00021392	
WBGene00021394	
WBGene00021395	
WBGene00021396	
WBGene00021397	
WBGene00021398	
WBGene00021400	
WBGene00021401	
WBGene00021402	
WBGene00021403	
WBGene00021404	
WBGene00021405	
WBGene00021406	
WBGene00021407	
WBGene00021408	
WBGene00021409	
WBGene00021410	
WBGene00021412	
WBGene00021413	
WBGene00021414	
WBGene00021415	
WBGene00021416	
WBGene00021417	
WBGene00021419	
WBGene00021420	
WBGene00021421	
WBGene00021423	
WBGene00021425	
WBGene00021427	
WBGene00021428	
WBGene00021430	
WBGene00021433	
WBGene00021434	
WBGene00021435	
WBGene00021436	
WBGene00021437	
WBGene00021438	
WBGene00021439	
WBGene00021440	
WBGene00021441	
WBGene00021442	
WBGene00021443	
WBGene00021444	
WBGene00021446	
WBGene00021447	
WBGene00021448	
WBGene00021449	
WBGene00021450	
WBGene00021451	
WBGene00021452	
WBGene00021454	
WBGene00021456	
WBGene00021457	
WBGene00021458	
WBGene00021460	Q95XP9
WBGene00021461	
WBGene00021463	
WBGene00021464	
WBGene00021465	
WBGene00021466	
WBGene00021467	
WBGene00021468	Q95XR4
WBGene00021469	
WBGene00021470	
WBGene00021471	
WBGene00021472	
WBGene00021473	
WBGene00021474	
WBGene00021475	
WBGene00021476	
WBGene00021477	
WBGene00021478	
WBGene00021479	
WBGene00021482	
WBGene00021484	
WBGene00021485	
WBGene00021486	Q965W1
WBGene00021486	
WBGene00021487	
WBGene00021488	
WBGene00021490	
WBGene00021491	
WBGene00021492	
WBGene00021493	
WBGene00021494	
WBGene00021495	
WBGene00021496	
WBGene00021497	
WBGene00021500	
WBGene00021502	
WBGene00021503	
WBGene00021504	
WBGene00021505	
WBGene00021506	
WBGene00021507	
WBGene00021508	
WBGene00021509	
WBGene00021510	
WBGene00021511	
WBGene00021512	
WBGene00021513	
WBGene00021514	
WBGene00021515	Q95Y12
WBGene00021516	
WBGene00021517	
WBGene00021518	
WBGene00021519	
WBGene00021522	
WBGene00021524	
WBGene00021525	
WBGene00021526	
WBGene00021527	
WBGene00021528	H2L0Q3
WBGene00021528	
WBGene00021529	
WBGene00021530	
WBGene00021531	
WBGene00021532	
WBGene00021533	
WBGene00021534	
WBGene00021535	
WBGene00021536	
WBGene00021537	
WBGene00021538	
WBGene00021539	
WBGene00021540	
WBGene00021541	
WBGene00021542	
WBGene00021543	
WBGene00021544	
WBGene00021545	
WBGene00021546	Q95XZ6
WBGene00021546	
WBGene00021547	
WBGene00021548	
WBGene00021549	
WBGene00021551	
WBGene00021552	
WBGene00021553	
WBGene00021554	
WBGene00021555	
WBGene00021556	
WBGene00021557	
WBGene00021558	
WBGene00021559	
WBGene00021560	
WBGene00021561	
WBGene00021562	
WBGene00021563	Q9N4Y9
WBGene00021563	
WBGene00021564	Q9N4Z0
WBGene00021564	
WBGene00021565	
WBGene00021566	
WBGene00021567	
WBGene00021568	
WBGene00021569	
WBGene00021570	
WBGene00021571	
WBGene00021572	
WBGene00021573	
WBGene00021576	
WBGene00021577	
WBGene00021578	
WBGene00021579	
WBGene00021580	
WBGene00021581	
WBGene00021582	
WBGene00021583	
WBGene00021585	
WBGene00021586	
WBGene00021587	
WBGene00021589	
WBGene00021590	
WBGene00021591	
WBGene00021592	
WBGene00021593	
WBGene00021594	
WBGene00021595	
WBGene00021596	
WBGene00021597	
WBGene00021598	
WBGene00021599	
WBGene00021600	
WBGene00021601	
WBGene00021602	
WBGene00021603	
WBGene00021605	
WBGene00021607	
WBGene00021608	
WBGene00021609	
WBGene00021610	
WBGene00021611	
WBGene00021612	
WBGene00021613	
WBGene00021614	
WBGene00021615	
WBGene00021616	
WBGene00021617	
WBGene00021619	
WBGene00021620	
WBGene00021621	
WBGene00021623	
WBGene00021624	
WBGene00021625	
WBGene00021626	G4SDH4
WBGene00021626	
WBGene00021627	
WBGene00021628	
WBGene00021629	Q9N4V4
WBGene00021629	
WBGene00021630	
WBGene00021631	
WBGene00021632	
WBGene00021633	
WBGene00021634	Q9N3S2
WBGene00021635	
WBGene00021636	
WBGene00021637	
WBGene00021638	
WBGene00021639	
WBGene00021640	
WBGene00021641	
WBGene00021643	
WBGene00021644	
WBGene00021645	
WBGene00021646	
WBGene00021647	
WBGene00021648	
WBGene00021649	
WBGene00021650	
WBGene00021653	
WBGene00021654	
WBGene00021655	Q9TYM6
WBGene00021656	
WBGene00021657	
WBGene00021658	
WBGene00021660	
WBGene00021661	A0SQM0
WBGene00021662	
WBGene00021666	
WBGene00021667	
WBGene00021672	
WBGene00021675	
WBGene00021676	
WBGene00021677	
WBGene00021678	
WBGene00021679	
WBGene00021681	
WBGene00021682	
WBGene00021683	
WBGene00021685	
WBGene00021686	
WBGene00021687	
WBGene00021689	
WBGene00021690	
WBGene00021691	
WBGene00021692	
WBGene00021693	
WBGene00021694	
WBGene00021697	
WBGene00021698	
WBGene00021700	
WBGene00021701	
WBGene00021702	
WBGene00021703	
WBGene00021704	
WBGene00021705	
WBGene00021706	
WBGene00021707	
WBGene00021708	
WBGene00021709	
WBGene00021710	
WBGene00021711	
WBGene00021713	
WBGene00021714	
WBGene00021715	
WBGene00021716	
WBGene00021717	
WBGene00021718	
WBGene00021719	
WBGene00021720	
WBGene00021721	
WBGene00021722	
WBGene00021724	
WBGene00021725	
WBGene00021726	
WBGene00021727	
WBGene00021728	
WBGene00021729	
WBGene00021730	
WBGene00021731	
WBGene00021732	
WBGene00021733	
WBGene00021734	
WBGene00021735	
WBGene00021736	
WBGene00021738	
WBGene00021739	
WBGene00021740	
WBGene00021741	
WBGene00021743	
WBGene00021744	
WBGene00021745	
WBGene00021748	
WBGene00021749	
WBGene00021750	
WBGene00021751	
WBGene00021752	
WBGene00021753	
WBGene00021754	
WBGene00021755	
WBGene00021756	
WBGene00021757	
WBGene00021758	
WBGene00021763	
WBGene00021764	
WBGene00021765	
WBGene00021766	
WBGene00021768	
WBGene00021771	
WBGene00021772	
WBGene00021773	
WBGene00021774	
WBGene00021776	
WBGene00021778	
WBGene00021779	
WBGene00021780	
WBGene00021781	
WBGene00021783	
WBGene00021784	Q95XZ0
WBGene00021785	
WBGene00021786	
WBGene00021787	
WBGene00021788	
WBGene00021789	
WBGene00021790	
WBGene00021791	
WBGene00021793	
WBGene00021794	
WBGene00021795	
WBGene00021796	
WBGene00021797	
WBGene00021798	
WBGene00021799	
WBGene00021800	
WBGene00021801	
WBGene00021803	
WBGene00021804	
WBGene00021805	
WBGene00021806	
WBGene00021807	
WBGene00021808	
WBGene00021809	
WBGene00021810	
WBGene00021811	
WBGene00021812	
WBGene00021813	
WBGene00021814	
WBGene00021815	
WBGene00021816	
WBGene00021817	
WBGene00021818	
WBGene00021820	
WBGene00021821	
WBGene00021822	
WBGene00021826	
WBGene00021827	Q9N3F1
WBGene00021828	
WBGene00021829	
WBGene00021830	Q9N3F0
WBGene00021831	Q65XX2
WBGene00021832	
WBGene00021833	
WBGene00021834	
WBGene00021835	
WBGene00021837	
WBGene00021838	
WBGene00021839	
WBGene00021840	
WBGene00021841	
WBGene00021842	
WBGene00021843	
WBGene00021844	
WBGene00021845	
WBGene00021846	
WBGene00021847	
WBGene00021848	
WBGene00021849	
WBGene00021850	
WBGene00021852	Q9BL07
WBGene00021853	
WBGene00021854	
WBGene00021855	
WBGene00021856	
WBGene00021857	
WBGene00021858	
WBGene00021859	
WBGene00021860	
WBGene00021861	
WBGene00021862	
WBGene00021863	
WBGene00021864	
WBGene00021865	
WBGene00021866	
WBGene00021867	
WBGene00021868	
WBGene00021869	
WBGene00021870	
WBGene00021871	
WBGene00021872	
WBGene00021873	
WBGene00021875	
WBGene00021876	
WBGene00021877	
WBGene00021878	
WBGene00021879	
WBGene00021880	
WBGene00021881	
WBGene00021882	Q95XX1
WBGene00021883	
WBGene00021884	
WBGene00021887	
WBGene00021888	Q9N3B0
WBGene00021890	
WBGene00021891	
WBGene00021892	
WBGene00021893	
WBGene00021894	
WBGene00021895	
WBGene00021897	
WBGene00021898	
WBGene00021899	
WBGene00021900	
WBGene00021901	
WBGene00021902	Q9N392
WBGene00021904	
WBGene00021905	
WBGene00021906	
WBGene00021907	
WBGene00021908	
WBGene00021909	
WBGene00021910	G5EF60
WBGene00021911	
WBGene00021912	
WBGene00021913	
WBGene00021914	
WBGene00021915	
WBGene00021916	
WBGene00021917	
WBGene00021918	
WBGene00021919	
WBGene00021920	Q9N361
WBGene00021921	
WBGene00021922	
WBGene00021923	
WBGene00021925	
WBGene00021926	
WBGene00021927	
WBGene00021928	
WBGene00021929	
WBGene00021930	
WBGene00021931	
WBGene00021932	
WBGene00021933	
WBGene00021934	Q9N358
WBGene00021934	
WBGene00021935	
WBGene00021936	
WBGene00021938	
WBGene00021939	
WBGene00021941	
WBGene00021942	
WBGene00021943	
WBGene00021945	H2KZB2
WBGene00021947	
WBGene00021948	
WBGene00021949	
WBGene00021950	
WBGene00021951	
WBGene00021952	
WBGene00021953	
WBGene00021956	
WBGene00021957	
WBGene00021958	
WBGene00021959	
WBGene00021960	Q965T1
WBGene00021961	
WBGene00021963	
WBGene00021964	
WBGene00021965	
WBGene00021966	
WBGene00021967	
WBGene00021968	
WBGene00021969	
WBGene00021970	
WBGene00021972	
WBGene00021973	
WBGene00021974	
WBGene00021975	
WBGene00021976	
WBGene00021977	
WBGene00021978	
WBGene00021979	
WBGene00021980	
WBGene00021981	
WBGene00021983	
WBGene00021984	
WBGene00021985	
WBGene00021986	
WBGene00021987	
WBGene00021988	
WBGene00021992	
WBGene00021993	
WBGene00021994	
WBGene00021996	
WBGene00021997	
WBGene00021998	
WBGene00021999	
WBGene00022000	Q9N2K7
WBGene00022002	
WBGene00022003	
WBGene00022004	Q59E83
WBGene00022005	
WBGene00022006	
WBGene00022007	
WBGene00022008	
WBGene00022010	
WBGene00022011	
WBGene00022012	
WBGene00022013	
WBGene00022014	
WBGene00022015	
WBGene00022016	
WBGene00022018	
WBGene00022019	Q95XU6
WBGene00022020	
WBGene00022021	
WBGene00022022	
WBGene00022024	
WBGene00022025	
WBGene00022026	
WBGene00022027	
WBGene00022028	
WBGene00022029	
WBGene00022030	
WBGene00022031	
WBGene00022032	
WBGene00022033	
WBGene00022034	
WBGene00022035	
WBGene00022036	
WBGene00022037	
WBGene00022038	
WBGene00022039	
WBGene00022040	
WBGene00022042	Q86S66
WBGene00022042	
WBGene00022043	
WBGene00022044	
WBGene00022045	
WBGene00022046	Q9TYK1
WBGene00022047	
WBGene00022048	
WBGene00022051	
WBGene00022052	
WBGene00022053	
WBGene00022054	
WBGene00022055	Q9BKR0
WBGene00022056	Q9BKQ8
WBGene00022057	
WBGene00022059	
WBGene00022060	
WBGene00022061	
WBGene00022062	
WBGene00022063	
WBGene00022064	
WBGene00022066	
WBGene00022067	
WBGene00022069	
WBGene00022070	
WBGene00022071	
WBGene00022072	Q95XP7
WBGene00022073	
WBGene00022074	
WBGene00022075	
WBGene00022076	Q95XG9
WBGene00022077	
WBGene00022078	
WBGene00022083	
WBGene00022086	
WBGene00022087	
WBGene00022089	
WBGene00022090	
WBGene00022092	
WBGene00022093	
WBGene00022094	
WBGene00022095	
WBGene00022096	
WBGene00022097	
WBGene00022099	
WBGene00022100	
WBGene00022101	
WBGene00022102	
WBGene00022103	
WBGene00022104	
WBGene00022104	Q8T8B9
WBGene00022106	Q95Y52
WBGene00022107	
WBGene00022108	
WBGene00022110	
WBGene00022111	
WBGene00022112	
WBGene00022113	
WBGene00022114	
WBGene00022115	
WBGene00022116	
WBGene00022117	
WBGene00022118	
WBGene00022119	
WBGene00022121	
WBGene00022122	
WBGene00022123	
WBGene00022124	
WBGene00022125	
WBGene00022126	Q9N4G7
WBGene00022126	
WBGene00022127	
WBGene00022128	
WBGene00022129	
WBGene00022130	
WBGene00022131	
WBGene00022133	
WBGene00022134	
WBGene00022138	
WBGene00022139	
WBGene00022140	
WBGene00022141	
WBGene00022142	
WBGene00022143	
WBGene00022144	Q95XM2
WBGene00022145	
WBGene00022146	
WBGene00022148	
WBGene00022149	
WBGene00022150	
WBGene00022152	
WBGene00022153	
WBGene00022154	G5EDE5
WBGene00022155	
WBGene00022156	
WBGene00022157	
WBGene00022158	
WBGene00022159	
WBGene00022160	
WBGene00022161	
WBGene00022162	
WBGene00022165	
WBGene00022166	
WBGene00022167	
WBGene00022168	
WBGene00022169	
WBGene00022170	
WBGene00022171	
WBGene00022172	
WBGene00022173	
WBGene00022174	
WBGene00022175	
WBGene00022176	
WBGene00022177	
WBGene00022178	
WBGene00022179	
WBGene00022180	
WBGene00022181	
WBGene00022182	
WBGene00022185	
WBGene00022188	
WBGene00022189	
WBGene00022190	
WBGene00022191	
WBGene00022192	
WBGene00022193	Q9N4E9
WBGene00022194	
WBGene00022195	
WBGene00022196	
WBGene00022197	
WBGene00022198	
WBGene00022199	Q9TZL8
WBGene00022200	
WBGene00022201	
WBGene00022202	
WBGene00022203	
WBGene00022206	
WBGene00022207	
WBGene00022209	
WBGene00022210	
WBGene00022213	
WBGene00022215	
WBGene00022216	
WBGene00022217	
WBGene00022218	
WBGene00022219	
WBGene00022221	
WBGene00022223	
WBGene00022224	
WBGene00022225	
WBGene00022228	
WBGene00022230	
WBGene00022231	
WBGene00022232	
WBGene00022233	
WBGene00022235	
WBGene00022236	
WBGene00022237	
WBGene00022240	
WBGene00022242	
WBGene00022243	
WBGene00022244	
WBGene00022245	
WBGene00022246	
WBGene00022247	
WBGene00022248	
WBGene00022250	
WBGene00022251	Q95XD3
WBGene00022251	
WBGene00022252	
WBGene00022253	
WBGene00022254	
WBGene00022255	
WBGene00022256	
WBGene00022257	
WBGene00022258	
WBGene00022259	
WBGene00022260	
WBGene00022261	
WBGene00022262	
WBGene00022263	
WBGene00022265	
WBGene00022266	
WBGene00022267	
WBGene00022268	
WBGene00022269	
WBGene00022270	
WBGene00022271	Q9GUM7
WBGene00022273	
WBGene00022274	
WBGene00022275	
WBGene00022276	Q9N4D8
WBGene00022277	Q9N4D9
WBGene00022278	
WBGene00022279	Q9N4D6
WBGene00022280	
WBGene00022281	
WBGene00022282	
WBGene00022283	
WBGene00022284	
WBGene00022285	
WBGene00022286	
WBGene00022287	
WBGene00022288	
WBGene00022289	
WBGene00022290	
WBGene00022291	
WBGene00022292	
WBGene00022295	
WBGene00022296	
WBGene00022297	
WBGene00022298	
WBGene00022300	
WBGene00022301	Q9N4C2
WBGene00022301	
WBGene00022302	
WBGene00022303	
WBGene00022306	
WBGene00022307	
WBGene00022309	
WBGene00022310	
WBGene00022311	
WBGene00022312	
WBGene00022313	
WBGene00022314	
WBGene00022315	
WBGene00022316	
WBGene00022317	
WBGene00022318	
WBGene00022319	
WBGene00022320	
WBGene00022321	
WBGene00022322	
WBGene00022323	
WBGene00022324	
WBGene00022325	
WBGene00022326	
WBGene00022327	
WBGene00022328	
WBGene00022329	
WBGene00022330	
WBGene00022331	
WBGene00022332	
WBGene00022333	
WBGene00022334	
WBGene00022335	
WBGene00022336	Q9BKS0
WBGene00022337	
WBGene00022338	
WBGene00022339	
WBGene00022340	
WBGene00022341	
WBGene00022342	
WBGene00022343	
WBGene00022344	
WBGene00022345	
WBGene00022346	
WBGene00022347	
WBGene00022348	
WBGene00022349	
WBGene00022350	
WBGene00022351	
WBGene00022352	
WBGene00022353	
WBGene00022354	
WBGene00022356	
WBGene00022357	
WBGene00022358	
WBGene00022360	
WBGene00022361	
WBGene00022363	Q8MXQ7
WBGene00022363	
WBGene00022365	
WBGene00022366	
WBGene00022367	
WBGene00022368	
WBGene00022369	Q9BPN8
WBGene00022371	
WBGene00022372	
WBGene00022373	
WBGene00022374	
WBGene00022375	
WBGene00022376	
WBGene00022377	
WBGene00022378	
WBGene00022379	
WBGene00022380	Q9N2W7
WBGene00022381	Q9N2W5
WBGene00022381	
WBGene00022382	
WBGene00022383	
WBGene00022385	
WBGene00022386	
WBGene00022388	
WBGene00022389	Q9N2V9
WBGene00022389	
WBGene00022390	
WBGene00022391	
WBGene00022392	
WBGene00022393	
WBGene00022394	
WBGene00022395	
WBGene00022396	
WBGene00022397	
WBGene00022398	
WBGene00022399	
WBGene00022400	
WBGene00022401	
WBGene00022402	Q9N2U6
WBGene00022403	
WBGene00022404	
WBGene00022405	
WBGene00022406	
WBGene00022408	
WBGene00022409	
WBGene00022410	
WBGene00022411	
WBGene00022412	
WBGene00022413	
WBGene00022415	
WBGene00022416	
WBGene00022417	
WBGene00022418	
WBGene00022419	
WBGene00022420	Q23232
WBGene00022420	
WBGene00022421	
WBGene00022423	
WBGene00022425	
WBGene00022426	
WBGene00022427	
WBGene00022428	
WBGene00022429	
WBGene00022431	
WBGene00022433	
WBGene00022434	
WBGene00022435	Q95Y36
WBGene00022438	
WBGene00022439	
WBGene00022440	
WBGene00022441	
WBGene00022442	
WBGene00022443	
WBGene00022444	
WBGene00022445	
WBGene00022446	
WBGene00022447	
WBGene00022448	
WBGene00022450	
WBGene00022452	
WBGene00022453	
WBGene00022454	
WBGene00022455	
WBGene00022456	
WBGene00022457	
WBGene00022458	
WBGene00022459	
WBGene00022460	Q9N598
WBGene00022462	
WBGene00022463	
WBGene00022465	Q8TA52
WBGene00022466	
WBGene00022467	
WBGene00022469	
WBGene00022470	Q95Y83
WBGene00022471	
WBGene00022472	
WBGene00022473	Q95Y80
WBGene00022474	
WBGene00022475	
WBGene00022476	
WBGene00022477	
WBGene00022478	
WBGene00022479	
WBGene00022481	
WBGene00022482	
WBGene00022483	
WBGene00022484	
WBGene00022485	
WBGene00022486	
WBGene00022487	
WBGene00022488	
WBGene00022489	
WBGene00022490	
WBGene00022491	
WBGene00022492	Q95Y72
WBGene00022493	Q95Y71
WBGene00022495	
WBGene00022496	
WBGene00022497	
WBGene00022498	
WBGene00022499	
WBGene00022500	
WBGene00022501	
WBGene00022502	
WBGene00022503	
WBGene00022504	
WBGene00022505	P34587
WBGene00022505	
WBGene00022506	
WBGene00022506	P34590
WBGene00022507	P34592
WBGene00022508	
WBGene00022509	
WBGene00022511	
WBGene00022512	
WBGene00022515	
WBGene00022516	P34599
WBGene00022517	
WBGene00022518	
WBGene00022519	
WBGene00022522	
WBGene00022527	
WBGene00022528	
WBGene00022529	
WBGene00022530	
WBGene00022531	Q23243
WBGene00022532	
WBGene00022533	H2KZ72
WBGene00022534	
WBGene00022536	
WBGene00022537	
WBGene00022538	
WBGene00022539	
WBGene00022540	
WBGene00022541	
WBGene00022542	
WBGene00022544	
WBGene00022546	
WBGene00022547	
WBGene00022548	
WBGene00022549	
WBGene00022550	
WBGene00022551	
WBGene00022552	
WBGene00022553	
WBGene00022554	
WBGene00022555	
WBGene00022556	
WBGene00022557	
WBGene00022558	
WBGene00022559	
WBGene00022560	
WBGene00022561	
WBGene00022562	
WBGene00022563	
WBGene00022564	
WBGene00022565	
WBGene00022566	
WBGene00022567	
WBGene00022568	
WBGene00022569	
WBGene00022570	
WBGene00022571	
WBGene00022572	
WBGene00022573	
WBGene00022574	
WBGene00022575	
WBGene00022576	
WBGene00022577	
WBGene00022578	P34593
WBGene00022579	P34594
WBGene00022580	P34595
WBGene00022581	P34596
WBGene00022582	P34539
WBGene00022583	
WBGene00022584	
WBGene00022586	
WBGene00022588	
WBGene00022589	
WBGene00022590	
WBGene00022591	
WBGene00022592	
WBGene00022593	
WBGene00022594	
WBGene00022596	
WBGene00022597	
WBGene00022598	
WBGene00022599	Q23280
WBGene00022600	
WBGene00022601	
WBGene00022603	
WBGene00022604	
WBGene00022605	
WBGene00022606	
WBGene00022608	
WBGene00022609	
WBGene00022610	
WBGene00022611	
WBGene00022612	
WBGene00022613	
WBGene00022614	
WBGene00022615	
WBGene00022616	
WBGene00022617	
WBGene00022618	
WBGene00022619	
WBGene00022620	
WBGene00022621	
WBGene00022623	
WBGene00022624	
WBGene00022627	
WBGene00022628	
WBGene00022629	Q23361
WBGene00022631	O01775
WBGene00022632	
WBGene00022633	
WBGene00022634	
WBGene00022635	
WBGene00022637	
WBGene00022638	
WBGene00022639	
WBGene00022640	
WBGene00022641	
WBGene00022642	
WBGene00022643	
WBGene00022644	
WBGene00022645	
WBGene00022646	
WBGene00022647	
WBGene00022648	
WBGene00022649	
WBGene00022650	
WBGene00022651	
WBGene00022652	
WBGene00022653	
WBGene00022654	
WBGene00022655	
WBGene00022656	
WBGene00022657	
WBGene00022660	P34613
WBGene00022661	P34614
WBGene00022662	P34615
WBGene00022663	
WBGene00022664	
WBGene00022665	
WBGene00022666	
WBGene00022667	
WBGene00022668	
WBGene00022669	Q09370
WBGene00022670	Q09371
WBGene00022671	
WBGene00022672	Q09372
WBGene00022673	Q09374
WBGene00022674	Q09375
WBGene00022675	G5ECB2
WBGene00022677	Q23444
WBGene00022678	Q23445
WBGene00022679	
WBGene00022680	
WBGene00022681	
WBGene00022682	
WBGene00022683	
WBGene00022685	
WBGene00022689	
WBGene00022690	
WBGene00022691	
WBGene00022692	
WBGene00022694	
WBGene00022695	Q8TA81
WBGene00022696	Q20255
WBGene00022697	P34624
WBGene00022698	P34625
WBGene00022699	P34626
WBGene00022700	P34627
WBGene00022702	P34630
WBGene00022703	P34631
WBGene00022704	Q95ZI6
WBGene00022705	
WBGene00022706	
WBGene00022707	
WBGene00022708	
WBGene00022709	
WBGene00022710	
WBGene00022711	
WBGene00022712	
WBGene00022713	
WBGene00022714	
WBGene00022715	
WBGene00022716	
WBGene00022717	Q02328
WBGene00022718	Q02331
WBGene00022719	Q02332
WBGene00022720	
WBGene00022720	Q02333
WBGene00022721	Q02334
WBGene00022722	Q02335
WBGene00022723	
WBGene00022724	
WBGene00022725	Q23469
WBGene00022726	
WBGene00022727	
WBGene00022728	
WBGene00022729	
WBGene00022730	
WBGene00022731	
WBGene00022732	
WBGene00022733	
WBGene00022734	
WBGene00022735	
WBGene00022736	
WBGene00022737	
WBGene00022738	
WBGene00022739	Q23495
WBGene00022741	
WBGene00022742	
WBGene00022743	Q23490
WBGene00022744	
WBGene00022745	
WBGene00022746	
WBGene00022747	
WBGene00022748	Q9NHZ6
WBGene00022749	
WBGene00022750	
WBGene00022751	
WBGene00022752	
WBGene00022753	
WBGene00022754	
WBGene00022756	
WBGene00022757	
WBGene00022758	
WBGene00022759	
WBGene00022761	
WBGene00022762	
WBGene00022765	Q23525
WBGene00022765	
WBGene00022766	Q7Z144
WBGene00022767	
WBGene00022769	Q23533
WBGene00022770	Q23534
WBGene00022771	
WBGene00022772	
WBGene00022773	
WBGene00022774	
WBGene00022775	
WBGene00022776	
WBGene00022778	
WBGene00022780	
WBGene00022781	
WBGene00022782	
WBGene00022783	P34660
WBGene00022785	P34664
WBGene00022785	
WBGene00022786	P34665
WBGene00022787	
WBGene00022788	
WBGene00022789	
WBGene00022790	
WBGene00022791	P34667
WBGene00022792	P34668
WBGene00022793	P34669
WBGene00022794	P34670
WBGene00022795	Q7Z142
WBGene00022796	P34671
WBGene00022797	P34672
WBGene00022798	P34673
WBGene00022799	P34674
WBGene00022800	P34675
WBGene00022800	
WBGene00022801	P34676
WBGene00022802	P34677
WBGene00022803	P34274
WBGene00022804	
WBGene00022805	
WBGene00022807	
WBGene00022808	O44578
WBGene00022809	
WBGene00022810	
WBGene00022811	
WBGene00022812	Q23088
WBGene00022813	
WBGene00022814	
WBGene00022815	O01635
WBGene00022816	
WBGene00022817	Q23588
WBGene00022820	
WBGene00022821	
WBGene00022822	
WBGene00022823	
WBGene00022824	
WBGene00022825	
WBGene00022826	
WBGene00022827	
WBGene00022829	
WBGene00022830	
WBGene00022831	
WBGene00022832	
WBGene00022833	
WBGene00022834	
WBGene00022835	
WBGene00022836	
WBGene00022837	
WBGene00022838	
WBGene00022842	
WBGene00022843	
WBGene00022845	
WBGene00022847	
WBGene00022848	
WBGene00022849	
WBGene00022850	
WBGene00022851	Q23402
WBGene00022852	Q23400
WBGene00022853	
WBGene00022854	G5ECQ8
WBGene00022855	
WBGene00022856	P55216
WBGene00022857	
WBGene00022858	
WBGene00022861	
WBGene00022862	P34617
WBGene00022864	P34621
WBGene00022865	P34623
WBGene00022866	
WBGene00022867	
WBGene00022868	
WBGene00022869	
WBGene00022870	
WBGene00022871	
WBGene00022872	
WBGene00022873	
WBGene00022874	
WBGene00022875	
WBGene00022876	
WBGene00022877	
WBGene00022880	
WBGene00022881	
WBGene00022882	
WBGene00022883	
WBGene00022884	
WBGene00022885	
WBGene00022886	
WBGene00022887	Q09632
WBGene00022888	
WBGene00022889	
WBGene00022890	Q09336
WBGene00022891	Q09337
WBGene00022892	Q09338
WBGene00022893	
WBGene00023067	
WBGene00023068	
WBGene00023172	
WBGene00023186	
WBGene00023284	
WBGene00023404	Q9U2B7
WBGene00023405	P34619
WBGene00023407	Q10131
WBGene00023408	P45961
WBGene00023409	
WBGene00023410	
WBGene00023411	
WBGene00023413	
WBGene00023414	
WBGene00023415	
WBGene00023416	Q8MPZ7
WBGene00023417	
WBGene00023418	Q6BEV5
WBGene00023419	
WBGene00023420	
WBGene00023421	Q6BET5
WBGene00023422	
WBGene00023423	
WBGene00023424	
WBGene00023425	
WBGene00023427	
WBGene00023431	
WBGene00023432	
WBGene00023450	
WBGene00023451	
WBGene00023458	
WBGene00023459	
WBGene00023460	
WBGene00023462	
WBGene00023463	
WBGene00023474	
WBGene00023475	
WBGene00023477	
WBGene00023478	
WBGene00023479	
WBGene00023483	
WBGene00023484	
WBGene00023485	
WBGene00023486	
WBGene00023487	Q688C0
WBGene00023489	
WBGene00023490	
WBGene00023491	Q5WRN1
WBGene00023492	
WBGene00023493	
WBGene00023497	Q27395
WBGene00023498	Q27365
WBGene00023499	
WBGene00023500	
WBGene00023501	
WBGene00023502	
WBGene00023503	
WBGene00023504	
WBGene00023505	
WBGene00023506	
WBGene00023508	
WBGene00023513	
WBGene00023514	
WBGene00023515	
WBGene00023517	
WBGene00023519	
WBGene00023520	
WBGene00043049	
WBGene00043050	Q5WRU0
WBGene00043051	
WBGene00043052	
WBGene00043054	
WBGene00043056	
WBGene00043057	Q5WRN3
WBGene00043057	
WBGene00043058	
WBGene00043059	
WBGene00043060	Q629J5
WBGene00043061	
WBGene00043062	
WBGene00043064	
WBGene00043065	
WBGene00043066	
WBGene00043067	
WBGene00043068	
WBGene00043069	
WBGene00043097	
WBGene00043120	
WBGene00043147	
WBGene00043156	
WBGene00043187	
WBGene00043279	
WBGene00043297	
WBGene00043302	
WBGene00043308	
WBGene00043327	
WBGene00043328	
WBGene00043466	
WBGene00043469	
WBGene00043534	
WBGene00043666	
WBGene00043702	
WBGene00043705	
WBGene00043743	
WBGene00043948	
